@relation SegmentationTrain-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0

@attribute region_centroid_col {BRICKFACE,SKY,FOLIAGE,CEMENT,WINDOW,PATH,GRASS}
@attribute region_centroid_row numeric
@attribute region_pixel_count numeric
@attribute short_line_density_5 numeric
@attribute short_line_density_2 numeric
@attribute vedge_mean numeric
@attribute vegde_sd numeric
@attribute hedge_mean numeric
@attribute hedge_sd numeric
@attribute intensity_mean numeric
@attribute rawred_mean numeric
@attribute rawblue_mean numeric
@attribute rawgreen_mean numeric
@attribute exred_mean numeric
@attribute exblue_mean numeric
@attribute exgreen_mean numeric
@attribute value_mean numeric
@attribute saturatoin_mean numeric
@attribute hue_mean numeric

@data
BRICKFACE,-0.250996,-0.615063,0,-1,-1,-0.856209,-0.988094,-0.90559,-0.997521,-0.633359,-0.63961,-0.543446,-0.722525,0.604938,-0.228643,-0.580508,-0.543446,-0.148618
SKY,0.10757,-0.882845,0,-1,-1,-0.921569,-0.994881,-0.950311,-0.999829,0.784663,0.720779,0.886598,0.738114,-0.349794,0.190955,-0.305085,0.886598,-0.654993
SKY,0.123506,-0.8159,0,-1,-1,-0.960784,-0.997823,-0.97764,-0.999496,0.541957,0.413961,0.705449,0.491816,-0.748971,0.444724,-0.322034,0.705449,-0.504447
SKY,-0.482072,-0.748954,0,-1,-1,-0.95207,-0.998856,-0.982609,-0.999527,0.529564,0.38961,0.708395,0.474669,-0.835391,0.5201,-0.36017,0.708395,-0.475909
SKY,0.306773,-0.263598,0,-1,-1,-0.930283,-0.998345,-0.965217,-0.999316,0.30235,0.154221,0.564065,0.167576,-0.814815,0.886935,-1,0.564065,-0.339165
SKY,0.808765,-0.924686,0,-1,-1,-0.917211,-0.998287,-0.962733,-0.998914,0.742835,0.665584,0.863034,0.689789,-0.436214,0.273869,-0.355932,0.863034,-0.622217
SKY,-0.01992,-0.849372,0,-1,-1,-0.921569,-0.997518,-0.952795,-0.998691,0.79086,0.741883,0.893962,0.728761,-0.238683,0.198492,-0.432203,0.893962,-0.668768
SKY,0.23506,-0.824268,0,-1,-1,-0.938998,-0.999431,-0.88323,-0.998499,0.900336,0.896104,0.939617,0.862822,0.061728,-0.100503,-0.237288,0.939617,-0.773889
SKY,-0.840637,-0.338912,0,-1,-1,-0.947712,-0.999845,-0.965217,-0.999188,0.582236,0.547078,0.703976,0.487139,-0.057613,0.241206,-0.690678,0.703976,-0.640606
SKY,-0.944223,-0.76569,0,1,-1,-0.891067,-0.996057,-0.918012,-0.99899,0.580687,0.498377,0.749632,0.480904,-0.415638,0.482412,-0.728814,0.749632,-0.554093
SKY,-0.035857,-1,0,-1,-1,-0.921569,-0.998914,-0.870807,-0.992712,1,1,1,1,0.057613,-0.276382,0.063559,1,-0.814454
SKY,-0.657371,-0.430962,0,-1,-1,-0.965142,-0.998798,-0.965217,-0.999418,0.502195,0.371753,0.677467,0.441933,-0.753087,0.494975,-0.402542,0.677467,-0.483842
SKY,-0.952191,-0.941423,0,-1,-1,-0.899782,-0.997453,-0.957764,-0.99946,0.932869,0.948052,0.955817,0.893998,0.197531,-0.175879,-0.25,0.955817,-0.807296
SKY,0.49004,-0.740586,0,-1,-1,-0.938998,-0.9981,-0.925466,-0.998175,0.518719,0.397727,0.673049,0.471551,-0.687243,0.39196,-0.29661,0.673049,-0.516132
SKY,0.203187,-0.941423,0,-1,-1,-0.938998,-0.99841,-0.975155,-0.999607,0.563129,0.420455,0.729013,0.524552,-0.868313,0.462312,-0.228814,0.729013,-0.490663
SKY,-0.051793,-0.472803,0,-1,-1,-0.973856,-0.99969,-0.97764,-0.999888,0.420088,0.301948,0.633284,0.307872,-0.62963,0.668342,-0.822034,0.633284,-0.446431
SKY,0.131474,-0.891213,0,-1,-1,-0.899782,-0.996833,-0.960248,-0.998354,0.779499,0.719156,0.877761,0.733437,-0.320988,0.170854,-0.300847,0.877761,-0.661206
SKY,0.434263,-0.866109,0,-1,-1,-0.943355,-0.998384,-0.97764,-0.999631,0.925123,0.936688,0.942563,0.895557,0.172839,-0.20603,-0.173729,0.942563,-0.807474
SKY,-0.155378,-0.916318,0,-1,-1,-0.947713,-0.998198,-0.947826,-0.999411,0.767622,0.691558,0.880707,0.720966,-0.436214,0.243719,-0.305085,0.880707,-0.631956
SKY,0.792829,-0.39749,0,-1,-1,-0.930283,-0.99819,-0.952795,-0.999268,0.26362,0.089286,0.549337,0.128605,-1,1,-1,0.549337,-0.275876
SKY,-0.266932,-0.849372,0,-1,-1,-0.904139,-0.995708,-0.937888,-0.997729,0.791376,0.738636,0.892489,0.734996,-0.26749,0.188442,-0.385593,0.892489,-0.667031
SKY,-0.52988,-0.656904,0,-1,-1,-0.943355,-0.997919,-0.965217,-0.998931,0.556416,0.475649,0.712813,0.468433,-0.395062,0.41206,-0.631356,0.712813,-0.563241
SKY,0.418327,-0.246862,0,-1,-1,-0.965141,-0.998656,-0.972671,-0.999524,0.881229,0.847403,0.951399,0.839439,-0.156379,0.052764,-0.271186,0.951399,-0.717787
SKY,-0.115538,-0.841004,0,-1,-1,-0.956427,-0.99905,-0.945342,-0.998961,0.579138,0.472403,0.724595,0.527669,-0.600823,0.361809,-0.334746,0.724595,-0.549232
SKY,-0.187251,-0.556485,0,-1,-1,-0.947712,-0.997559,-0.940373,-0.998674,0.516654,0.407468,0.673049,0.455963,-0.596708,0.40201,-0.40678,0.673049,-0.526406
SKY,0.378486,-0.67364,0,-1,-1,-0.921569,-0.997347,-0.957764,-0.998626,0.498064,0.383117,0.667158,0.429462,-0.633745,0.462312,-0.470339,0.667158,-0.505326
SKY,-0.370518,-0.757322,0,-1,-1,-0.95207,-0.997996,-0.967702,-0.998886,0.543506,0.405844,0.709867,0.49961,-0.823045,0.459799,-0.271186,0.709867,-0.491897
SKY,-0.474104,-0.497908,0,-1,-1,-0.869281,-0.996897,-0.932919,-0.999567,0.756261,0.688312,0.867452,0.703819,-0.37037,0.231156,-0.351695,0.867452,-0.640656
SKY,-0.2749,-0.623431,0,-1,-1,-0.965142,-0.999897,-0.962733,-0.999182,0.756778,0.693182,0.864507,0.703819,-0.337449,0.213568,-0.355932,0.864507,-0.647879
SKY,-0.474104,-0.824268,0,-1,-1,-0.925926,-0.99629,-0.920497,-0.998109,0.759876,0.681818,0.885125,0.70226,-0.44856,0.30402,-0.394068,0.885125,-0.61875
SKY,-0.011952,-0.707113,0,1,-1,-0.95207,-0.997865,-0.903106,-0.998872,0.736638,0.647727,0.868925,0.681995,-0.522634,0.334171,-0.368644,0.868925,-0.599752
FOLIAGE,-0.203187,-0.079498,0,1,-1,-0.947712,-0.997057,-0.932919,-0.998719,-0.952492,-0.983766,-0.920471,-0.956352,0.530864,-0.605528,0.131356,-0.920471,0.687037
FOLIAGE,-0.840637,-0.07113,0,-1,-1,-0.965142,-0.998591,-0.980124,-0.999418,-0.992254,-1,-0.9838,-0.993765,0.72428,-0.736181,0.152542,-0.9838,0.111111
FOLIAGE,-0.649402,-0.34728,0,-1,-1,-0.938998,-0.998811,-0.965217,-0.999316,-0.967983,-0.998377,-0.91458,-0.995323,0.54321,-0.5,-0.059322,-0.91458,0.972222
FOLIAGE,-0.864542,-0.364017,0,-1,-1,-0.877996,-0.99315,-0.915528,-0.99748,-0.959205,-0.982143,-0.92489,-0.9735,0.596708,-0.595477,0.04661,-0.92489,0.725541
FOLIAGE,-0.593625,-0.238494,0,-1,-1,-0.943355,-0.998229,-0.962733,-0.999182,-0.959721,-0.99026,-0.916053,-0.976617,0.539095,-0.547739,0.025424,-0.916053,0.799471
FOLIAGE,-0.577689,-0.330544,0,-1,-1,-0.88671,-0.994622,-0.962733,-0.999631,-0.954557,-0.991883,-0.893962,-0.982853,0.485597,-0.459799,-0.067797,-0.893962,0.889622
FOLIAGE,-0.370518,-0.364017,0,-1,0,0.912854,1,1,1,-0.059644,-0.141234,0.047128,-0.09431,-0.176955,0.002513,-0.165254,0.047128,-0.387437
FOLIAGE,0.10757,-0.054393,0,-1,-1,-0.921569,-0.998449,-0.950311,-0.998483,-0.964885,-0.996753,-0.918999,-0.982853,0.530864,-0.537688,0.016949,-0.918999,0.947531
FOLIAGE,-0.458167,0.07113,0,-1,-1,-0.777778,-0.993811,-0.90559,-0.997592,-0.747999,-0.766234,-0.701031,-0.780203,0.555556,-0.477387,-0.11017,-0.683358,-0.226776
FOLIAGE,-0.936255,-0.422594,0,-1,-1,-0.769063,-0.952,-0.254658,-0.896834,-0.67054,-0.746753,-0.580265,-0.692907,0.08642,-0.236181,-0.033898,-0.580265,0.028507
FOLIAGE,-0.960159,-0.414226,0,-1,0,-0.67756,-0.969491,-0.744099,-0.958874,-0.825975,-0.887987,-0.749632,-0.847233,0.251029,-0.346734,-0.016949,-0.749632,0.256312
FOLIAGE,-0.418327,-0.012552,0,-1,-1,-0.982571,-0.999897,-0.995031,-0.999957,-0.99277,-1,-0.979381,-1,0.728395,-0.711055,0.105932,-0.979381,1
FOLIAGE,-0.681275,-0.464435,0,-1,0,0.206972,-0.933206,0.190062,-0.954248,-0.233153,-0.306818,-0.132548,-0.268901,-0.053498,-0.072864,-0.165254,-0.132548,-0.404396
FOLIAGE,-0.721116,0.121339,0,-1,-1,-0.978214,-0.999315,-0.942857,-0.997024,-0.988123,-0.99513,-0.980854,-0.989088,0.728395,-0.741206,0.15678,-0.980854,-0.496296
FOLIAGE,-0.258964,0.112971,0,-1,-1,-0.965142,-0.999586,-0.97764,-0.99976,-0.983992,-1,-0.954345,-1,0.658436,-0.625628,0.033898,-0.954345,1
FOLIAGE,-0.864542,-0.338912,0,-1,-1,-0.917211,-0.998694,-0.970186,-0.999679,-0.960754,-0.991883,-0.908689,-0.98597,0.534979,-0.505025,-0.042373,-0.908689,0.852293
FOLIAGE,-0.466135,-0.230126,0,-1,-1,-0.947712,-0.997983,-0.950311,-0.998611,-0.970049,-0.998377,-0.92489,-0.990647,0.559671,-0.542714,-0.004237,-0.92489,0.975309
FOLIAGE,-0.649402,-0.188285,0,-1,0,1,-0.955339,0.219876,-0.977017,-0.305448,-0.38961,-0.189985,-0.346843,-0.106996,-0.015075,-0.207627,-0.189985,-0.28205
FOLIAGE,-0.537849,-0.263598,0,-1,-1,-0.938998,-0.997104,-0.95528,-0.999487,-0.971598,-0.998377,-0.926362,-0.993765,0.572016,-0.542714,-0.016949,-0.926362,0.972222
FOLIAGE,-0.474104,0.046025,0,-1,-1,-0.472767,-0.987056,-0.880745,-0.995388,-0.78363,-0.868506,-0.664212,-0.828527,0.061728,-0.115578,-0.211864,-0.664212,0.321626
FOLIAGE,0.792829,-0.171548,0,-1,-1,-0.973856,-0.99969,-0.97764,-0.999695,-0.976762,-0.998377,-0.94109,-0.993765,0.613169,-0.592965,0.025424,-0.94109,0.955556
FOLIAGE,0.832669,-0.054393,0,-1,-1,-0.729847,-0.947773,-0.918012,-0.990719,-0.958172,-0.978896,-0.921944,-0.976617,0.613169,-0.585427,0.012712,-0.921944,0.790738
FOLIAGE,-0.187251,-0.046025,0,-1,-1,-0.925926,-0.997111,-0.962733,-0.999003,-0.975213,-0.993506,-0.948454,-0.98597,0.63786,-0.638191,0.076271,-0.948454,0.847619
FOLIAGE,-1,-0.414226,0,-1,-1,-0.045752,-0.066467,-0.587578,-0.703731,-0.702556,-0.795455,-0.594993,-0.727202,-0.028807,-0.155779,-0.050847,-0.594993,0.190564
FOLIAGE,0.824701,-0.054393,0,-1,-1,-0.978214,-0.999625,-0.987578,-0.999781,-0.990705,-1,-0.97349,-1,0.711934,-0.690955,0.088983,-0.97349,1
FOLIAGE,-0.545817,-0.179916,0,-1,-1,-0.930283,-0.999121,-0.873292,-0.99758,-0.940098,-0.978896,-0.888071,-0.957911,0.469136,-0.5,0.016949,-0.888071,0.728965
FOLIAGE,-0.537849,-0.087866,0,-1,-1,-0.830065,-0.993068,-0.935404,-0.997302,-0.734056,-0.845779,-0.561119,-0.809821,-0.160494,0.170854,-0.466102,-0.561119,0.362533
FOLIAGE,0.10757,-0.046025,0,-1,-1,-0.947712,-0.999224,-0.880745,-0.99455,-0.945262,-0.977273,-0.896907,-0.965705,0.522634,-0.520101,-0.004237,-0.896907,0.706397
FOLIAGE,0.003984,0.104603,0,-1,-1,-0.882353,-0.999573,-0.960248,-0.999124,-0.941647,-0.987013,-0.874816,-0.968823,0.419753,-0.424623,-0.059322,-0.874816,0.830752
FOLIAGE,-0.824701,-0.012552,0,-1,-1,-0.960784,-0.999729,-0.982609,-0.999781,-0.99277,-1,-0.979381,-1,0.728395,-0.711055,0.105932,-0.979381,0.555556
CEMENT,0.513944,-0.096234,0,-1,-1,-0.912854,-0.995484,-0.957764,-0.998886,-0.444358,-0.470779,-0.360825,-0.507405,0.382716,-0.213568,-0.377119,-0.360825,-0.456565
CEMENT,0.737052,-0.422594,0,-1,-1,-0.899782,-0.998849,-0.970186,-0.998654,-0.446424,-0.469156,-0.360825,-0.515199,0.411523,-0.203518,-0.423729,-0.360825,-0.434072
CEMENT,0.075697,-0.715481,0,-1,-1,-0.904139,-0.994609,-0.908075,-0.997798,-0.260005,-0.297078,-0.154639,-0.335931,0.234568,-0.055276,-0.491525,-0.154639,-0.481265
CEMENT,-0.482072,0.246862,0,-1,-1,-0.764706,-0.985883,-0.875776,-0.99938,-0.681384,-0.733766,-0.581738,-0.736555,0.271605,-0.190955,-0.300847,-0.581738,-0.147972
CEMENT,0.505976,-0.213389,0,-1,-1,-0.851852,-0.991985,-0.903106,-0.99758,-0.362251,-0.397727,-0.253314,-0.443492,0.283951,-0.062814,-0.529661,-0.253314,-0.408016
CEMENT,-0.713147,-0.439331,0,-1,-1,-0.921569,-0.999379,-0.885714,-0.995854,-0.389104,-0.399351,-0.312224,-0.460639,0.485597,-0.233668,-0.449153,-0.312224,-0.482167
CEMENT,0.569721,-0.029289,0,-1,-1,-0.808279,-0.984694,-0.617391,-0.914103,-0.431965,-0.444805,-0.360825,-0.494934,0.481481,-0.273869,-0.377119,-0.360825,-0.502001
CEMENT,0.513944,-0.246862,0,-1,-1,-0.912854,-0.99728,-0.950311,-0.998289,-0.372063,-0.430195,-0.243004,-0.452845,0.115226,0.037688,-0.525424,-0.243004,-0.354534
CEMENT,0.928287,-0.087866,0,-1,-1,-0.651416,-0.984783,-0.930435,-0.997354,-0.332817,-0.345779,-0.253314,-0.404521,0.444444,-0.20603,-0.45339,-0.253314,-0.509357
CEMENT,0.824701,-0.112971,0,-1,-1,-0.742919,-0.996758,-0.935404,-0.998758,-0.455719,-0.50974,-0.340206,-0.526111,0.176955,-0.052764,-0.436441,-0.340206,-0.329948
CEMENT,0.195219,-0.34728,0,-1,-1,-0.342048,-0.984023,-0.967702,-0.999438,-0.557965,-0.600649,-0.456554,-0.624318,0.300411,-0.150754,-0.398305,-0.456554,-0.297455
CEMENT,0.394422,-0.25523,0,-1,-1,-0.847495,-0.997298,-0.935404,-0.99906,-0.227989,-0.26461,-0.113402,-0.314108,0.226337,0,-0.576271,-0.113402,-0.462759
CEMENT,-0.067729,-0.037657,0,-1,-1,-0.947712,-0.998604,-0.918012,-0.996938,-0.7134,-0.76461,-0.620029,-0.763055,0.292181,-0.231156,-0.254237,-0.620029,-0.125844
CEMENT,-0.673307,-0.615063,0,-1,-1,-0.891067,-0.996595,-0.95528,-0.999473,-0.083914,-0.131494,0.053019,-0.183165,0.090535,0.150754,-0.690678,0.053019,-0.466448
CEMENT,0.721116,0.146444,0,-1,-1,-0.83878,-0.991093,-0.952795,-0.999268,-0.594629,-0.686688,-0.44919,-0.660172,-0.061728,0.065327,-0.389831,-0.44919,-0.032458
CEMENT,-0.896414,0.129707,0,1,-1,-0.930283,-0.998345,-0.950311,-0.998931,-0.852311,-0.883117,-0.792342,-0.886204,0.497942,-0.437186,-0.118644,-0.792342,-0.024271
CEMENT,-0.832669,-0.364017,0,-1,-1,-0.851852,-0.995605,-0.947826,-0.9991,-0.107152,-0.185065,0.064801,-0.214341,-0.131687,0.324121,-0.754237,0.064801,-0.3806
CEMENT,0.027888,-0.824268,0,-1,-1,-0.912854,-0.996345,-0.962733,-0.998793,-0.170669,-0.207792,-0.060383,-0.251754,0.201646,-0.007538,-0.538136,-0.060383,-0.501999
CEMENT,0.282869,0.238494,0,-1,-1,-0.830065,-0.996648,-0.900621,-0.9979,-0.635941,-0.631494,-0.608247,-0.669525,0.687243,-0.547739,-0.127119,-0.608247,-0.594309
CEMENT,0.187251,0.230126,0,-1,-1,-0.830065,-0.994299,-0.937888,-0.999396,-0.882262,-0.897727,-0.837997,-0.914263,0.625514,-0.525126,-0.101695,-0.837997,0.006173
CEMENT,0.290837,-0.523013,0,-1,-1,-0.856209,-0.992282,-0.930435,-0.998611,-0.208366,-0.24026,-0.095729,-0.29696,0.255144,-0.005025,-0.597458,-0.095729,-0.469894
CEMENT,0.482072,-0.422594,0,-1,-1,-0.895425,-0.997518,-0.940373,-0.998974,-0.435063,-0.448052,-0.368188,-0.493375,0.481481,-0.296482,-0.338983,-0.368188,-0.510541
CEMENT,0.10757,-0.481172,0,-1,-1,-0.864924,-0.997111,-0.965217,-0.998552,-0.354506,-0.332792,-0.322533,-0.409197,0.716049,-0.454774,-0.313559,-0.322533,-0.647689
CEMENT,0.87251,-0.112971,0,-1,-1,-0.938998,-0.998591,-0.942857,-0.998928,-0.360186,-0.422078,-0.225331,-0.443492,0.082304,0.070352,-0.54661,-0.225331,-0.339046
CEMENT,-0.115538,-0.338912,0,-1,-1,-0.420479,-0.975757,-0.942857,-0.998731,-0.091144,-0.157468,0.057437,-0.184723,-0.049383,0.208543,-0.644068,0.057437,-0.443309
CEMENT,0.561753,-0.079498,0,-1,-1,0.699346,-0.939396,-0.957764,-0.998695,-0.427834,-0.452922,-0.344624,-0.491816,0.386831,-0.211055,-0.385593,-0.344624,-0.438844
CEMENT,0.115538,-0.949791,0,1,1,-0.708061,-0.98447,-0.776398,-0.996654,-0.37826,-0.410714,-0.284242,-0.44661,0.312757,-0.143216,-0.423729,-0.284242,-0.463628
CEMENT,-0.378486,-0.857741,0,-1,-1,-0.664488,-0.986869,-0.962733,-0.99905,-0.129873,-0.219156,0.048601,-0.233048,-0.209877,0.351759,-0.720339,0.048601,-0.350888
CEMENT,0.338645,-0.238494,0,-1,-1,-0.921569,-0.998759,-0.960248,-0.999573,-0.188226,-0.219156,-0.076583,-0.276695,0.255144,-0.005025,-0.597458,-0.076583,-0.48048
CEMENT,0.649402,-0.548117,0,-1,-1,-0.891068,-0.995683,0.182609,-0.963158,-0.209398,-0.230519,-0.145803,-0.25643,0.337449,-0.256281,-0.258475,-0.145803,-0.605739
WINDOW,0.498008,0.112971,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.786008,-0.781407,0.165254,-1,-1
WINDOW,0.498008,0.087866,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.786008,-0.781407,0.165254,-1,-1
WINDOW,0.665339,0.188285,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.786008,-0.781407,0.165254,-1,-1
WINDOW,-0.553785,-0.34728,0,-1,-1,-0.864924,-0.995439,-0.724224,-0.993215,-0.762974,-0.810065,-0.674521,-0.81138,0.341564,-0.268844,-0.241525,-0.674521,-0.045023
WINDOW,0.928287,-0.305439,0,-1,-1,-0.947712,-0.998914,-0.990062,-0.999957,-0.983475,-0.996753,-0.95729,-0.998441,0.679012,-0.643216,0.042373,-0.95729,0.955556
WINDOW,0.816733,-0.221757,0,-1,-1,-0.960784,-0.998088,-0.873292,-0.997055,-0.724245,-0.761364,-0.653903,-0.763055,0.403292,-0.351759,-0.165254,-0.653903,-0.248935
WINDOW,0.792829,0.004184,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.786008,-0.781407,0.165254,-1,-1
WINDOW,0.553785,-0.297071,0,-1,-1,-0.864924,-0.996077,-0.940373,-0.998175,-0.893623,-0.900974,-0.857143,-0.925175,0.691358,-0.567839,-0.097458,-0.857143,0.025132
WINDOW,-0.665339,0.179916,0,-1,-1,-0.847495,-0.99404,-0.945342,-0.998803,-0.978828,-0.98539,-0.961708,-0.990647,0.728395,-0.688442,0.067797,-0.961708,0.297354
WINDOW,-0.577689,0.020921,0,-1,-1,-0.877996,-0.996484,-0.97764,-0.999503,-0.925123,-0.946429,-0.880707,-0.951676,0.596708,-0.535176,-0.055085,-0.880707,0.260943
WINDOW,0.243028,-0.380753,0,-1,-1,-0.904139,-0.995667,-0.990062,-0.999752,-0.736122,-0.787338,-0.643594,-0.784879,0.300411,-0.241206,-0.245763,-0.643594,-0.081951
WINDOW,-0.243028,-0.305439,0,-1,-1,-0.943355,-0.999005,-0.980124,-0.99938,-0.718048,-0.766234,-0.618557,-0.777085,0.316872,-0.201005,-0.330509,-0.618557,-0.096908
WINDOW,0.203187,0.205021,0,-1,-1,-0.960784,-0.997867,-0.518012,-0.809847,-0.89827,-0.922078,-0.854197,-0.922058,0.567901,-0.530151,-0.033898,-0.854197,0
