@relation SegmentationTrain-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute region_centroid_col {BRICKFACE,SKY,FOLIAGE,CEMENT,WINDOW,PATH,GRASS}
@attribute region_centroid_row numeric
@attribute region_pixel_count numeric
@attribute short_line_density_5 numeric
@attribute short_line_density_2 numeric
@attribute vedge_mean numeric
@attribute vegde_sd numeric
@attribute hedge_mean numeric
@attribute hedge_sd numeric
@attribute intensity_mean numeric
@attribute rawred_mean numeric
@attribute rawblue_mean numeric
@attribute rawgreen_mean numeric
@attribute exred_mean numeric
@attribute exblue_mean numeric
@attribute exgreen_mean numeric
@attribute value_mean numeric
@attribute saturatoin_mean numeric
@attribute hue_mean numeric

@data
BRICKFACE,0.577689,0.472803,0,0,0,0.019608,0.000291,0.008696,0.000077,0.042086,0.054383,0.048601,0.023383,0.971193,0.153266,0.427966,0.05081,0.563492
BRICKFACE,0.087649,0.309623,0,0,0,0.056645,0.001836,0.039752,0.000695,0.125226,0.137987,0.145066,0.091972,0.944444,0.242462,0.305085,0.145066,0.399751
BRICKFACE,0.545817,0.439331,0,0,0,0.023965,0.000265,0.009938,0.00015,0.045185,0.055195,0.054492,0.025721,0.952675,0.168342,0.42161,0.055228,0.559171
BRICKFACE,0.908367,0.472803,0,0,0,0.034858,0.000129,0.019876,0.000246,0.041053,0.051948,0.047128,0.024162,0.960905,0.150754,0.442797,0.050074,0.545855
BRICKFACE,0.083665,0.439331,0,0,0,0.015251,0.000187,0.007453,0.000096,0.039246,0.049513,0.046392,0.021824,0.95679,0.155779,0.438559,0.048601,0.575397
BRICKFACE,0.478088,0.205021,0,0,0,0.089325,0.004066,0.064596,0.002073,0.186419,0.180195,0.233432,0.142634,0.777778,0.396985,0.216102,0.233432,0.4223
BRICKFACE,0.12749,0.577406,0,0,0,0.021786,0.00044,0.016149,0.00011,0.037955,0.030032,0.057437,0.024942,0.81893,0.218593,0.474576,0.057437,0.578339
BRICKFACE,0.314741,0.351464,0,0,0,0.04793,0.001758,0.021118,0.000398,0.149238,0.155844,0.17673,0.113796,0.888889,0.287688,0.286017,0.17673,0.390436
BRICKFACE,0.378486,0.305439,0,0,0,0.058824,0.00223,0.036025,0.001648,0.166279,0.172078,0.198822,0.126267,0.876543,0.317839,0.247881,0.198822,0.398791
BRICKFACE,0.573705,0.380753,0,0,0,0.034858,0.00106,0.058385,0.001071,0.160857,0.161526,0.197349,0.12159,0.839506,0.336683,0.254237,0.197349,0.417763
BRICKFACE,0.067729,0.531381,0,0,0,0.034858,0.000982,0.018634,0.000216,0.040021,0.053571,0.043446,0.023383,0.981481,0.136935,0.444915,0.048601,0.543871
BRICKFACE,0.545817,0.51046,0,0,0,0.026144,0.000776,0.026087,0.000152,0.044926,0.056818,0.052283,0.025721,0.967078,0.158291,0.423729,0.054492,0.558201
BRICKFACE,0.478088,0.426778,0,0,0,0.067538,0.00267,0.065838,0.001103,0.141234,0.146104,0.16863,0.10756,0.878601,0.285176,0.300847,0.16863,0.396589
BRICKFACE,0.374502,0.192469,0,0,0,0.071895,0.005953,0.047205,0.00124,0.18332,0.180195,0.228277,0.138737,0.802469,0.385678,0.209746,0.228277,0.425691
SKY,0.553785,0.058577,0,0,0,0.039216,0.00256,0.024845,0.000085,0.892332,0.86039,0.943299,0.869057,0.325103,0.595477,0.347458,0.943299,0.172504
SKY,0.561753,0.09205,0,0,0,0.019608,0.001088,0.01118,0.000252,0.770979,0.706981,0.852725,0.745908,0.125514,0.722362,0.338983,0.852725,0.247776
SKY,0.258964,0.125523,0,0,0,0.023965,0.000572,0.008696,0.000236,0.764782,0.694805,0.854197,0.737334,0.082304,0.76005,0.319915,0.854197,0.262046
SKY,0.653386,0.368201,0,0,0,0.034858,0.000827,0.017391,0.000342,0.651175,0.57711,0.782032,0.583788,0.092593,0.943467,0,0.782032,0.330418
SKY,0.904382,0.037657,0,0,0,0.041394,0.000856,0.018634,0.000543,0.871418,0.832792,0.931517,0.844895,0.281893,0.636935,0.322034,0.931517,0.188892
SKY,0.49004,0.075314,0,0,0,0.039216,0.001241,0.023602,0.000655,0.89543,0.870942,0.946981,0.86438,0.380658,0.599246,0.283898,0.946981,0.165616
SKY,0.61753,0.087866,0,0,0,0.030501,0.000284,0.058385,0.000751,0.950168,0.948052,0.969809,0.931411,0.530864,0.449749,0.381356,0.969809,0.113055
SKY,0.079681,0.330544,0,0,0,0.026144,0.000078,0.017391,0.000406,0.791118,0.773539,0.851988,0.74357,0.471193,0.620603,0.154661,0.851988,0.179697
SKY,0.027888,0.117155,0,1,0,0.054466,0.001971,0.040994,0.000505,0.790343,0.749188,0.874816,0.740452,0.292181,0.741206,0.135593,0.874816,0.222954
SKY,0.482072,0,0,0,0,0.039216,0.000543,0.064596,0.003644,1,1,1,1,0.528807,0.361809,0.53178,1,0.092773
SKY,0.171315,0.284519,0,0,0,0.017429,0.000601,0.017391,0.000291,0.751097,0.685877,0.838733,0.720966,0.123457,0.747487,0.298729,0.838733,0.258079
SKY,0.023904,0.029289,0,0,0,0.050109,0.001273,0.021118,0.00027,0.966434,0.974026,0.977909,0.946999,0.598765,0.41206,0.375,0.977909,0.096352
SKY,0.74502,0.129707,0,0,0,0.030501,0.00095,0.037267,0.000912,0.75936,0.698864,0.836524,0.735775,0.156379,0.69598,0.351695,0.836524,0.241934
SKY,0.601594,0.029289,0,0,0,0.030501,0.000795,0.012422,0.000196,0.781565,0.710227,0.864507,0.762276,0.065844,0.731156,0.385593,0.864507,0.254668
SKY,0.474104,0.263598,0,0,0,0.013072,0.000155,0.01118,0.000056,0.710044,0.650974,0.816642,0.653936,0.185185,0.834171,0.088983,0.816642,0.276784
SKY,0.565737,0.054393,0,0,0,0.050109,0.001584,0.019876,0.000823,0.88975,0.859578,0.938881,0.866719,0.339506,0.585427,0.349576,0.938881,0.169397
SKY,0.717131,0.066946,0,0,0,0.028322,0.000808,0.01118,0.000184,0.962561,0.968344,0.971281,0.947779,0.58642,0.396985,0.413136,0.971281,0.096263
SKY,0.422311,0.041841,0,0,0,0.026144,0.000901,0.026087,0.000294,0.883811,0.845779,0.940353,0.860483,0.281893,0.621859,0.347458,0.940353,0.184022
SKY,0.896414,0.301255,0,0,0,0.034858,0.000905,0.023602,0.000366,0.63181,0.544643,0.774669,0.564302,0,1,0,0.774669,0.362062
SKY,0.366534,0.075314,0,0,0,0.04793,0.002146,0.031056,0.001135,0.895688,0.869318,0.946244,0.867498,0.366255,0.594221,0.307203,0.946244,0.166484
SKY,0.23506,0.171548,0,0,0,0.028322,0.001041,0.017391,0.000534,0.778208,0.737825,0.856407,0.734217,0.302469,0.70603,0.184322,0.856407,0.218379
SKY,0.709163,0.376569,0,0,0,0.017429,0.000672,0.013665,0.000238,0.940614,0.923701,0.9757,0.919719,0.421811,0.526382,0.364407,0.9757,0.141107
SKY,0.442231,0.079498,0,0,0,0.021787,0.000475,0.027329,0.000519,0.789569,0.736201,0.862297,0.763835,0.199588,0.680905,0.332627,0.862297,0.225384
SKY,0.406375,0.221757,0,0,0,0.026144,0.00122,0.029814,0.000663,0.758327,0.703734,0.836524,0.727981,0.201646,0.701005,0.29661,0.836524,0.236797
SKY,0.689243,0.16318,0,0,0,0.039216,0.001327,0.021118,0.000687,0.749032,0.691558,0.833579,0.714731,0.183128,0.731156,0.264831,0.833579,0.247337
SKY,0.314741,0.121339,0,0,0,0.023965,0.001002,0.016149,0.000557,0.771753,0.702922,0.854934,0.749805,0.088477,0.729899,0.364407,0.854934,0.254051
SKY,0.262948,0.251046,0,0,0,0.065359,0.001551,0.03354,0.000216,0.878131,0.844156,0.933726,0.85191,0.314815,0.615578,0.324153,0.933726,0.179672
SKY,0.36255,0.188285,0,0,0,0.017429,0.000052,0.018634,0.000409,0.878389,0.846591,0.932253,0.85191,0.331276,0.606784,0.322034,0.932253,0.176061
SKY,0.262948,0.087866,0,0,0,0.037037,0.001855,0.039752,0.000946,0.879938,0.840909,0.942563,0.85113,0.27572,0.65201,0.302966,0.942563,0.190625
SKY,0.494024,0.146444,0,1,0,0.023965,0.001067,0.048447,0.000564,0.868319,0.823864,0.934462,0.840998,0.238683,0.667085,0.315678,0.934462,0.200124
FOLIAGE,0.398406,0.460251,0,1,0,0.026144,0.001472,0.03354,0.000641,0.023754,0.008117,0.039764,0.021824,0.765432,0.197236,0.565678,0.039764,0.843519
FOLIAGE,0.079681,0.464435,0,0,0,0.017429,0.000705,0.009938,0.000291,0.003873,0,0.0081,0.003118,0.86214,0.13191,0.576271,0.0081,0.555556
FOLIAGE,0.175299,0.32636,0,0,0,0.030501,0.000595,0.017391,0.000342,0.016008,0.000812,0.04271,0.002338,0.771605,0.25,0.470339,0.04271,0.986111
FOLIAGE,0.067729,0.317992,0,0,0,0.061002,0.003425,0.042236,0.00126,0.020398,0.008929,0.037555,0.01325,0.798354,0.202261,0.523305,0.037555,0.862771
FOLIAGE,0.203187,0.380753,0,0,0,0.028322,0.000886,0.018634,0.000409,0.020139,0.00487,0.041973,0.011691,0.769547,0.226131,0.512712,0.041973,0.899735
FOLIAGE,0.211155,0.334728,0,0,0,0.056645,0.002689,0.018634,0.000184,0.022721,0.004058,0.053019,0.008574,0.742798,0.2701,0.466102,0.053019,0.944811
FOLIAGE,0.314741,0.317992,0,0,0.5,0.956427,1,1,1,0.470178,0.429383,0.523564,0.452845,0.411523,0.501256,0.417373,0.523564,0.306281
FOLIAGE,0.553785,0.472803,0,0,0,0.039216,0.000776,0.024845,0.000759,0.017557,0.001623,0.040501,0.008574,0.765432,0.231156,0.508475,0.040501,0.973765
FOLIAGE,0.270916,0.535565,0,0,0,0.111111,0.003095,0.047205,0.001204,0.126001,0.116883,0.149485,0.109899,0.777778,0.261307,0.444915,0.158321,0.386612
FOLIAGE,0.031873,0.288703,0,0,0,0.115468,0.024,0.372671,0.051583,0.16473,0.126623,0.209867,0.153546,0.54321,0.38191,0.483051,0.209867,0.514254
FOLIAGE,0.01992,0.292887,0,0,0.5,0.16122,0.015254,0.12795,0.020563,0.087013,0.056006,0.125184,0.076383,0.625514,0.326633,0.491525,0.125184,0.628156
FOLIAGE,0.290837,0.493724,0,0,0,0.008715,0.000052,0.002484,0.000021,0.003615,0,0.010309,0,0.864198,0.144472,0.552966,0.010309,1
FOLIAGE,0.159363,0.267782,0,0,0.5,0.603486,0.033397,0.595031,0.022876,0.383424,0.346591,0.433726,0.365549,0.473251,0.463568,0.417373,0.433726,0.297802
FOLIAGE,0.139442,0.560669,0,0,0,0.010893,0.000343,0.028571,0.001488,0.005939,0.002435,0.009573,0.005456,0.864198,0.129397,0.57839,0.009573,0.251852
FOLIAGE,0.370518,0.556485,0,0,0,0.017429,0.000207,0.01118,0.00012,0.008004,0,0.022828,0,0.829218,0.187186,0.516949,0.022828,1
FOLIAGE,0.067729,0.330544,0,0,0,0.041394,0.000653,0.014907,0.00016,0.019623,0.004058,0.045655,0.007015,0.76749,0.247487,0.478814,0.045655,0.926146
FOLIAGE,0.266932,0.384937,0,0,0,0.026144,0.001008,0.024845,0.000695,0.014975,0.000812,0.037555,0.004677,0.779835,0.228643,0.497881,0.037555,0.987654
FOLIAGE,0.175299,0.405858,0,0,0.5,1,0.022331,0.609938,0.011491,0.347276,0.305195,0.405007,0.326578,0.446502,0.492462,0.396186,0.405007,0.358975
FOLIAGE,0.231076,0.368201,0,0,0,0.030501,0.001448,0.02236,0.000256,0.014201,0.000812,0.036819,0.003118,0.786008,0.228643,0.491525,0.036819,0.986111
FOLIAGE,0.262948,0.523013,0,0,0,0.263617,0.006472,0.059627,0.002306,0.108185,0.065747,0.167894,0.085737,0.530864,0.442211,0.394068,0.167894,0.660813
FOLIAGE,0.896414,0.414226,0,0,0,0.013072,0.000155,0.01118,0.000152,0.011619,0.000812,0.029455,0.003118,0.806584,0.203518,0.512712,0.029455,0.977778
FOLIAGE,0.916335,0.472803,0,0,0,0.135076,0.026114,0.040994,0.004641,0.020914,0.010552,0.039028,0.011691,0.806584,0.207286,0.506356,0.039028,0.895369
FOLIAGE,0.406375,0.476987,0,0,0,0.037037,0.001445,0.018634,0.000499,0.012393,0.003247,0.025773,0.007015,0.81893,0.180905,0.538136,0.025773,0.92381
FOLIAGE,0,0.292887,0,0,0,0.477124,0.466767,0.206211,0.148134,0.148722,0.102273,0.202504,0.136399,0.485597,0.422111,0.474576,0.202504,0.595282
FOLIAGE,0.912351,0.472803,0,0,0,0.010893,0.000187,0.006211,0.00011,0.004648,0,0.013255,0,0.855967,0.154523,0.544492,0.013255,1
FOLIAGE,0.227092,0.410042,0,0,0,0.034858,0.00044,0.063354,0.00121,0.029951,0.010552,0.055965,0.021044,0.734568,0.25,0.508475,0.055965,0.864482
FOLIAGE,0.231076,0.456067,0,0,0,0.084967,0.003466,0.032298,0.001349,0.132972,0.07711,0.21944,0.09509,0.419753,0.585427,0.266949,0.21944,0.681266
FOLIAGE,0.553785,0.476987,0,0,0,0.026144,0.000388,0.059627,0.002725,0.027369,0.011364,0.051546,0.017147,0.761317,0.23995,0.497881,0.051546,0.853199
FOLIAGE,0.501992,0.552301,0,0,0,0.058824,0.000213,0.019876,0.000438,0.029176,0.006494,0.062592,0.015588,0.709877,0.287688,0.470339,0.062592,0.915376
FOLIAGE,0.087649,0.493724,0,0,0,0.019608,0.000136,0.008696,0.00011,0.003615,0,0.010309,0,0.864198,0.144472,0.552966,0.010309,0.777778
CEMENT,0.756972,0.451883,0,0,0,0.043573,0.002258,0.021118,0.000557,0.277821,0.26461,0.319588,0.246298,0.691358,0.393216,0.311441,0.319588,0.271717
CEMENT,0.868526,0.288703,0,0,0,0.050109,0.000575,0.014907,0.000673,0.276788,0.265422,0.319588,0.242401,0.705761,0.398241,0.288136,0.319588,0.282964
CEMENT,0.537849,0.142259,0,0,0,0.04793,0.002695,0.045963,0.001101,0.369997,0.351461,0.42268,0.332034,0.617284,0.472362,0.254237,0.42268,0.259367
CEMENT,0.258964,0.623431,0,0,0,0.117647,0.007058,0.062112,0.00031,0.159308,0.133117,0.209131,0.131723,0.635802,0.404523,0.349576,0.209131,0.426014
CEMENT,0.752988,0.393305,0,0,0,0.074074,0.004008,0.048447,0.00121,0.318874,0.301136,0.373343,0.278254,0.641975,0.468593,0.23517,0.373343,0.295992
CEMENT,0.143426,0.280335,0,0,0,0.039216,0.00031,0.057143,0.002073,0.305448,0.300325,0.343888,0.26968,0.742798,0.383166,0.275424,0.343888,0.258916
CEMENT,0.784861,0.485356,0,0,0,0.095861,0.007653,0.191304,0.042948,0.284018,0.277597,0.319588,0.252533,0.740741,0.363065,0.311441,0.319588,0.248999
CEMENT,0.756972,0.376569,0,0,0,0.043573,0.00136,0.024845,0.000856,0.313969,0.284903,0.378498,0.273578,0.557613,0.518844,0.237288,0.378498,0.322733
CEMENT,0.964143,0.456067,0,0,0,0.174292,0.007609,0.034783,0.001323,0.333592,0.32711,0.373343,0.29774,0.722222,0.396985,0.273305,0.373343,0.245321
CEMENT,0.912351,0.443515,0,0,0,0.12854,0.001621,0.032298,0.000621,0.27214,0.24513,0.329897,0.236945,0.588477,0.473618,0.28178,0.329897,0.335026
CEMENT,0.59761,0.32636,0,0,0,0.328976,0.007988,0.016149,0.000281,0.221017,0.199675,0.271723,0.187841,0.650206,0.424623,0.300847,0.271723,0.351273
CEMENT,0.697211,0.372385,0,0,0,0.076253,0.001351,0.032298,0.00047,0.386006,0.367695,0.443299,0.342946,0.613169,0.5,0.211864,0.443299,0.268621
CEMENT,0.466135,0.481172,0,0,0,0.026144,0.000698,0.040994,0.001531,0.1433,0.117695,0.189985,0.118472,0.646091,0.384422,0.372881,0.189985,0.437078
CEMENT,0.163347,0.192469,0,0,0,0.054466,0.001703,0.02236,0.000263,0.458043,0.434253,0.52651,0.408418,0.545267,0.575377,0.154661,0.52651,0.266776
CEMENT,0.860558,0.573222,0,0,0,0.08061,0.004454,0.023602,0.000366,0.202685,0.156656,0.275405,0.169914,0.469136,0.532663,0.305085,0.275405,0.483771
CEMENT,0.051793,0.564854,0,1,0,0.034858,0.000827,0.024845,0.000534,0.073845,0.058442,0.103829,0.056898,0.748971,0.281407,0.440678,0.103829,0.487864
CEMENT,0.083665,0.317992,0,0,0,0.074074,0.002197,0.026087,0.00045,0.446424,0.407468,0.532401,0.392829,0.434156,0.66206,0.122881,0.532401,0.3097
CEMENT,0.513944,0.087866,0,0,0,0.043573,0.001827,0.018634,0.000604,0.414666,0.396104,0.469809,0.374123,0.600823,0.496231,0.230932,0.469809,0.249001
CEMENT,0.641434,0.619247,0,0,0,0.084967,0.001676,0.049689,0.00105,0.182029,0.184253,0.195876,0.165238,0.843621,0.226131,0.436441,0.195876,0.202846
CEMENT,0.593625,0.615063,0,0,0,0.084967,0.002851,0.031056,0.000302,0.058869,0.051136,0.081001,0.042868,0.812757,0.237437,0.449153,0.081001,0.503086
CEMENT,0.645418,0.238494,0,0,0,0.071895,0.003859,0.034783,0.000695,0.395817,0.37987,0.452135,0.35152,0.627572,0.497487,0.201271,0.452135,0.265053
CEMENT,0.741036,0.288703,0,0,0,0.052288,0.001241,0.029814,0.000513,0.282468,0.275974,0.315906,0.253313,0.740741,0.351759,0.330508,0.315906,0.24473
CEMENT,0.553785,0.259414,0,0,0,0.067538,0.001445,0.017391,0.000724,0.322747,0.333604,0.338733,0.295401,0.858025,0.272613,0.34322,0.338733,0.176156
CEMENT,0.936255,0.443515,0,0,0,0.030501,0.000705,0.028571,0.000536,0.319907,0.288961,0.387334,0.278254,0.541152,0.535176,0.226695,0.387334,0.330477
CEMENT,0.442231,0.330544,0,0,0,0.28976,0.012121,0.028571,0.000635,0.454428,0.421266,0.528719,0.407638,0.475309,0.604271,0.177966,0.528719,0.278345
CEMENT,0.780876,0.460251,0,0,0,0.849673,0.030302,0.021118,0.000653,0.286083,0.273539,0.327688,0.254092,0.693416,0.394472,0.307203,0.327688,0.280578
CEMENT,0.557769,0.025105,0,1,1,0.14597,0.007765,0.111801,0.001673,0.31087,0.294643,0.357879,0.276695,0.656379,0.428392,0.288136,0.357879,0.268186
CEMENT,0.310757,0.07113,0,0,0,0.167756,0.006565,0.018634,0.000475,0.435063,0.390422,0.5243,0.383476,0.395062,0.675879,0.139831,0.5243,0.324556
CEMENT,0.669323,0.380753,0,0,0,0.039216,0.000621,0.019876,0.000214,0.405887,0.390422,0.461708,0.361652,0.627572,0.497487,0.201271,0.461708,0.25976
CEMENT,0.824701,0.225941,0,0,0,0.054466,0.002158,0.591304,0.018421,0.395301,0.38474,0.427099,0.371785,0.668724,0.371859,0.370763,0.427099,0.19713
WINDOW,0.749004,0.556485,0,0,0,0,0,0,0,0,0,0,0,0.893004,0.109296,0.582627,0,0
WINDOW,0.749004,0.543933,0,0,0,0,0,0,0,0,0,0,0,0.893004,0.109296,0.582627,0,0
WINDOW,0.832669,0.594142,0,0,0,0,0,0,0,0,0,0,0,0.893004,0.109296,0.582627,0,0
WINDOW,0.223108,0.32636,0,0,0,0.067538,0.00228,0.137888,0.003393,0.118513,0.094968,0.162739,0.09431,0.670782,0.365578,0.379237,0.162739,0.477489
WINDOW,0.964143,0.34728,0,0,0,0.026144,0.000543,0.004969,0.000021,0.008262,0.001623,0.021355,0.000779,0.839506,0.178392,0.521186,0.021355,0.977778
WINDOW,0.908367,0.389121,0,0,0,0.019608,0.000956,0.063354,0.001472,0.137878,0.119318,0.173049,0.118472,0.701646,0.324121,0.417373,0.173049,0.375532
WINDOW,0.896414,0.502092,0,0,0,0,0,0,0,0,0,0,0,0.893004,0.109296,0.582627,0,0
WINDOW,0.776892,0.351464,0,0,0,0.067538,0.001961,0.029814,0.000912,0.053189,0.049513,0.071429,0.037412,0.845679,0.21608,0.451271,0.071429,0.512566
WINDOW,0.167331,0.589958,0,0,0,0.076253,0.00298,0.027329,0.000598,0.010586,0.007305,0.019146,0.004677,0.864198,0.155779,0.533898,0.019146,0.648677
WINDOW,0.211155,0.51046,0,0,0,0.061002,0.001758,0.01118,0.000248,0.037439,0.026786,0.059647,0.024162,0.798354,0.232412,0.472458,0.059647,0.630471
WINDOW,0.621514,0.309623,0,0,0,0.04793,0.002166,0.004969,0.000124,0.131939,0.106331,0.178203,0.10756,0.650206,0.379397,0.377119,0.178203,0.459024
WINDOW,0.378486,0.34728,0,0,0,0.028322,0.000498,0.009938,0.00031,0.140976,0.116883,0.190722,0.111458,0.658436,0.399497,0.334746,0.190722,0.451546
WINDOW,0.601594,0.60251,0,0,0,0.019608,0.001067,0.240994,0.095077,0.050865,0.038961,0.072901,0.038971,0.783951,0.234925,0.483051,0.072901,0.5
WINDOW,0.824701,0.096234,0,0,0,0.067538,0.003021,0.009938,0.000362,0.100697,0.078734,0.139175,0.08106,0.6893,0.331658,0.417373,0.139175,0.479958
WINDOW,0.880478,0.213389,0,0,0,0.010893,0.000438,0.014907,0.000402,0.044668,0.030032,0.075847,0.025721,0.765432,0.280151,0.425847,0.075847,0.680808
WINDOW,0.486056,0.589958,0,0,0,0,0,0,0,0,0,0,0,0.893004,0.109296,0.582627,0,0
WINDOW,0.075697,0.514644,0,0,0,0.026144,0.000155,0.013665,0.000174,0.020656,0.008117,0.04271,0.009353,0.790123,0.227387,0.489407,0.04271,0.829233
WINDOW,0.884462,0.213389,0,0,0,0.013072,0.00052,0.009938,0.000362,0.044926,0.030032,0.075847,0.0265,0.763374,0.278894,0.430085,0.075847,0.67037
WINDOW,0.729084,0.560669,0,0,0,0.028322,0.001067,0.004969,0.000196,0.003873,0.002435,0.0081,0.000779,0.880658,0.13191,0.557203,0.0081,0.527778
WINDOW,0.89243,0.196653,0,0,0,0.013072,0.000736,0.009938,0.000248,0.058094,0.040584,0.09352,0.037412,0.738683,0.305276,0.411017,0.09352,0.622222
WINDOW,0.227092,0.426778,0,0,0,0.135076,0.002135,0.016149,0.000281,0.145365,0.123377,0.188513,0.120811,0.672839,0.366834,0.375,0.188513,0.414807
WINDOW,0.633466,0.125523,0,0,0,0.03268,0.001413,0.004969,0.000124,0.004906,0.004058,0.0081,0.002338,0.884774,0.126884,0.561441,0.0081,0.537037
WINDOW,0.633466,0.414226,0,0,0,0.03268,0.001206,0.009938,0.000196,0.220501,0.198864,0.260677,0.198753,0.648148,0.370603,0.394068,0.260677,0.307444
WINDOW,0.737052,0.004184,0,0,0,0.017429,0.000475,0.052174,0.001418,0.043635,0.028409,0.07511,0.024942,0.761317,0.281407,0.427966,0.07511,0.687302
WINDOW,0.561753,0.41841,0,0,0,0.043573,0.000795,0.012422,0.000248,0.200361,0.179383,0.23785,0.180826,0.660494,0.351759,0.413136,0.23785,0.315484
WINDOW,1,0.527197,0,0,0,0.034858,0.00095,0.013665,0.000514,0.005164,0.002435,0.011782,0.000779,0.87037,0.144472,0.54661,0.011782,0.75
WINDOW,0.816733,0.209205,0,0,0,0.021786,0.000705,0.01118,0.000331,0.049316,0.034091,0.081001,0.030398,0.759259,0.28392,0.425847,0.081001,0.645891
WINDOW,0.948207,0.343096,0,0,0,0.135076,0.023554,0.023602,0.000622,0.100439,0.07224,0.151694,0.073266,0.641975,0.396985,0.355932,0.151694,0.577002
WINDOW,0.820717,0.435146,0,0,0,0.041394,0.000575,0.003727,0.000024,0.008521,0.003247,0.019146,0.002338,0.849794,0.165829,0.53178,0.019146,0.933333
WINDOW,0.354582,0.514644,0,0,0,0.015251,0.000032,0.021118,0.00011,0.014717,0.007305,0.030928,0.004677,0.831276,0.19598,0.5,0.030928,0.881481
PATH,0.338645,0.778243,0,1,0.5,0.063181,0.002534,0.028571,0.000796,0.440744,0.410714,0.515464,0.390491,0.504115,0.603015,0.150424,0.515464,0.285333
PATH,0.011952,0.74477,0,0,0,0.08061,0.00678,0.262112,0.082662,0.184353,0.171266,0.218704,0.160561,0.726337,0.331658,0.379237,0.218704,0.271473
PATH,0.52988,0.736402,0,0,0,0.074074,0.002645,0.047205,0.001287,0.413891,0.38474,0.491163,0.360094,0.520576,0.609296,0.122881,0.491163,0.307458
PATH,1,0.794979,0,0,0,0.180828,0.00959,0.124224,0.00418,0.280919,0.261364,0.324742,0.253313,0.641975,0.404523,0.34322,0.324742,0.275368
